IP Address Count:
203.0.113.0: 96
172.16.0.1: 112
127.0.0.1: 97
10.0.0.2: 102
8.8.8.8: 91
10.0.0.1: 109
192.168.1.1: 95
172.16.0.2: 104
203.0.113.1: 101
192.168.0.100: 93

Status Code Count:
502: 102
201: 89
403: 97
404: 92
500: 74
400: 88
301: 91
503: 108
401: 89
302: 84
200: 86

Log Entries:
IP: 192.168.0.100, Timestamp: 20/Aug/2022:10:37:41 Eastern Daylight Time, Method: GET, URL: /products, Status: 200, Size: 2013
IP: 192.168.1.1, Timestamp: 17/Aug/2023:02:45:03 Eastern Daylight Time, Method: PUT, URL: /contact, Status: 301, Size: 4879
IP: 10.0.0.2, Timestamp: 27/Feb/2024:15:29:38 Eastern Standard Time, Method: PUT, URL: /api/login, Status: 201, Size: 4550
IP: 10.0.0.2, Timestamp: 16/Dec/2022:07:22:01 Eastern Standard Time, Method: DELETE, URL: /services, Status: 500, Size: 3163
IP: 10.0.0.1, Timestamp: 12/Apr/2022:19:19:19 Eastern Daylight Time, Method: POST, URL: /login, Status: 201, Size: 1771
IP: 172.16.0.1, Timestamp: 07/Dec/2022:00:16:29 Eastern Standard Time, Method: GET, URL: /api/data, Status: 404, Size: 4428
IP: 10.0.0.1, Timestamp: 17/Nov/2020:07:27:46 Eastern Standard Time, Method: POST, URL: /api/data, Status: 201, Size: 1442
IP: 203.0.113.1, Timestamp: 07/Oct/2022:13:43:33 Eastern Daylight Time, Method: POST, URL: /api/user, Status: 404, Size: 2303
IP: 10.0.0.1, Timestamp: 30/Mar/2020:20:55:28 Eastern Daylight Time, Method: DELETE, URL: /home, Status: 503, Size: 2779
IP: 8.8.8.8, Timestamp: 07/Jul/2020:07:12:57 Eastern Daylight Time, Method: POST, URL: /login, Status: 400, Size: 3771
IP: 192.168.0.100, Timestamp: 21/Feb/2023:20:17:39 Eastern Standard Time, Method: GET, URL: /about, Status: 503, Size: 2552
IP: 127.0.0.1, Timestamp: 18/May/2022:02:22:39 Eastern Daylight Time, Method: DELETE, URL: /api/user, Status: 401, Size: 3899
IP: 10.0.0.2, Timestamp: 15/Jan/2024:22:26:58 Eastern Standard Time, Method: POST, URL: /api/login, Status: 400, Size: 777
IP: 203.0.113.0, Timestamp: 29/Nov/2024:10:49:21 Eastern Standard Time, Method: PUT, URL: /api/login, Status: 503, Size: 2490
IP: 172.16.0.2, Timestamp: 03/Nov/2022:16:00:13 Eastern Daylight Time, Method: DELETE, URL: /api/login, Status: 400, Size: 4307
IP: 192.168.0.100, Timestamp: 31/Jul/2024:19:13:18 Eastern Daylight Time, Method: DELETE, URL: /home, Status: 404, Size: 4509
IP: 192.168.0.100, Timestamp: 13/May/2021:04:26:00 Eastern Daylight Time, Method: DELETE, URL: /services, Status: 503, Size: 459
IP: 10.0.0.2, Timestamp: 18/Dec/2022:21:08:48 Eastern Standard Time, Method: GET, URL: /products, Status: 200, Size: 2287
IP: 203.0.113.1, Timestamp: 19/Oct/2024:22:04:31 Eastern Daylight Time, Method: PUT, URL: /api/login, Status: 302, Size: 5030
IP: 127.0.0.1, Timestamp: 09/May/2021:05:25:09 Eastern Daylight Time, Method: GET, URL: /login, Status: 503, Size: 2482
IP: 10.0.0.1, Timestamp: 04/Jun/2024:02:30:48 Eastern Daylight Time, Method: POST, URL: /api/login, Status: 403, Size: 3124
IP: 172.16.0.2, Timestamp: 15/Sep/2021:07:12:21 Eastern Daylight Time, Method: GET, URL: /api/login, Status: 401, Size: 2858
IP: 172.16.0.1, Timestamp: 24/Jan/2020:11:14:54 Eastern Standard Time, Method: PUT, URL: /login, Status: 404, Size: 617
IP: 8.8.8.8, Timestamp: 11/Oct/2021:07:26:40 Eastern Daylight Time, Method: GET, URL: /login, Status: 400, Size: 2460
IP: 203.0.113.1, Timestamp: 26/Jan/2020:07:05:31 Eastern Standard Time, Method: GET, URL: /api/login, Status: 400, Size: 2165
IP: 192.168.0.100, Timestamp: 25/Dec/2023:10:07:25 Eastern Standard Time, Method: PUT, URL: /products, Status: 400, Size: 1153
IP: 203.0.113.0, Timestamp: 19/May/2023:21:54:59 Eastern Daylight Time, Method: POST, URL: /index.html, Status: 502, Size: 2520
IP: 8.8.8.8, Timestamp: 13/Dec/2023:10:35:04 Eastern Standard Time, Method: GET, URL: /home, Status: 503, Size: 1906
IP: 172.16.0.1, Timestamp: 12/Jun/2022:23:50:45 Eastern Daylight Time, Method: DELETE, URL: /api/data, Status: 404, Size: 2735
IP: 8.8.8.8, Timestamp: 29/Oct/2020:17:36:13 Eastern Daylight Time, Method: PUT, URL: /products, Status: 200, Size: 3162
IP: 10.0.0.1, Timestamp: 17/Sep/2020:11:40:16 Eastern Daylight Time, Method: POST, URL: /api/user, Status: 201, Size: 1187
IP: 192.168.1.1, Timestamp: 29/Mar/2020:07:08:00 Eastern Daylight Time, Method: GET, URL: /api/data, Status: 401, Size: 2125
IP: 127.0.0.1, Timestamp: 18/Feb/2024:04:19:04 Eastern Standard Time, Method: PUT, URL: /api/user, Status: 200, Size: 487
IP: 203.0.113.1, Timestamp: 16/Feb/2024:06:00:28 Eastern Standard Time, Method: PUT, URL: /products, Status: 200, Size: 3517
IP: 203.0.113.1, Timestamp: 23/May/2024:05:04:31 Eastern Daylight Time, Method: PUT, URL: /home, Status: 201, Size: 192
IP: 172.16.0.2, Timestamp: 01/Oct/2021:06:42:32 Eastern Daylight Time, Method: GET, URL: /products, Status: 503, Size: 1981
IP: 127.0.0.1, Timestamp: 29/Jun/2022:19:38:38 Eastern Daylight Time, Method: DELETE, URL: /api/user, Status: 401, Size: 4084
IP: 203.0.113.1, Timestamp: 06/Jun/2021:20:44:15 Eastern Daylight Time, Method: DELETE, URL: /contact, Status: 500, Size: 4789
IP: 192.168.0.100, Timestamp: 08/Nov/2024:18:47:32 Eastern Standard Time, Method: POST, URL: /api/data, Status: 404, Size: 5010
IP: 8.8.8.8, Timestamp: 07/Jun/2024:09:46:56 Eastern Daylight Time, Method: PUT, URL: /api/data, Status: 500, Size: 1264
IP: 127.0.0.1, Timestamp: 31/Oct/2020:20:44:57 Eastern Daylight Time, Method: GET, URL: /services, Status: 302, Size: 144
IP: 10.0.0.1, Timestamp: 29/Mar/2021:01:31:59 Eastern Daylight Time, Method: POST, URL: /contact, Status: 302, Size: 454
IP: 203.0.113.0, Timestamp: 20/Mar/2023:16:45:04 Eastern Daylight Time, Method: DELETE, URL: /contact, Status: 502, Size: 869
IP: 172.16.0.1, Timestamp: 14/Sep/2021:13:41:12 Eastern Daylight Time, Method: POST, URL: /api/login, Status: 200, Size: 2293
IP: 203.0.113.1, Timestamp: 21/Feb/2023:19:09:13 Eastern Standard Time, Method: PUT, URL: /api/login, Status: 201, Size: 2520
IP: 10.0.0.1, Timestamp: 30/Apr/2021:00:43:55 Eastern Daylight Time, Method: PUT, URL: /api/data, Status: 301, Size: 3029
IP: 203.0.113.1, Timestamp: 19/Jul/2023:23:04:08 Eastern Daylight Time, Method: DELETE, URL: /api/data, Status: 302, Size: 1334
IP: 10.0.0.2, Timestamp: 06/Dec/2020:10:02:44 Eastern Standard Time, Method: GET, URL: /api/data, Status: 301, Size: 3054
IP: 10.0.0.2, Timestamp: 07/Jun/2022:21:49:11 Eastern Daylight Time, Method: GET, URL: /api/user, Status: 201, Size: 199
IP: 127.0.0.1, Timestamp: 22/Jan/2020:09:26:52 Eastern Standard Time, Method: GET, URL: /home, Status: 502, Size: 1903
IP: 172.16.0.1, Timestamp: 23/Aug/2022:03:59:54 Eastern Daylight Time, Method: DELETE, URL: /api/user, Status: 502, Size: 3131
IP: 10.0.0.2, Timestamp: 29/Jun/2024:15:43:43 Eastern Daylight Time, Method: GET, URL: /home, Status: 302, Size: 2732
IP: 10.0.0.2, Timestamp: 17/Jun/2020:23:16:25 Eastern Daylight Time, Method: DELETE, URL: /api/login, Status: 301, Size: 4805
IP: 172.16.0.2, Timestamp: 19/Nov/2020:13:03:10 Eastern Standard Time, Method: GET, URL: /contact, Status: 503, Size: 3860
IP: 203.0.113.0, Timestamp: 20/Dec/2022:06:13:19 Eastern Standard Time, Method: POST, URL: /api/data, Status: 200, Size: 3418
IP: 8.8.8.8, Timestamp: 21/Aug/2024:03:06:54 Eastern Daylight Time, Method: PUT, URL: /products, Status: 401, Size: 1145
IP: 127.0.0.1, Timestamp: 15/Feb/2021:14:31:44 Eastern Standard Time, Method: PUT, URL: /login, Status: 502, Size: 4493
IP: 172.16.0.2, Timestamp: 27/Jun/2023:04:16:07 Eastern Daylight Time, Method: PUT, URL: /contact, Status: 302, Size: 3256
IP: 203.0.113.0, Timestamp: 30/Nov/2021:02:21:14 Eastern Standard Time, Method: PUT, URL: /login, Status: 403, Size: 2998
IP: 172.16.0.1, Timestamp: 08/Jul/2020:02:37:25 Eastern Daylight Time, Method: PUT, URL: /api/login, Status: 200, Size: 2103
IP: 203.0.113.1, Timestamp: 19/Feb/2021:16:08:08 Eastern Standard Time, Method: POST, URL: /login, Status: 201, Size: 1169
IP: 10.0.0.2, Timestamp: 10/Mar/2021:05:35:34 Eastern Standard Time, Method: DELETE, URL: /contact, Status: 301, Size: 3208
IP: 10.0.0.2, Timestamp: 27/Oct/2021:19:33:27 Eastern Daylight Time, Method: POST, URL: /about, Status: 302, Size: 3077
IP: 172.16.0.1, Timestamp: 15/May/2020:01:07:44 Eastern Daylight Time, Method: PUT, URL: /api/user, Status: 201, Size: 2271
IP: 127.0.0.1, Timestamp: 02/Jul/2024:08:58:34 Eastern Daylight Time, Method: GET, URL: /about, Status: 500, Size: 2214
IP: 203.0.113.1, Timestamp: 23/Jul/2023:06:42:37 Eastern Daylight Time, Method: DELETE, URL: /api/data, Status: 200, Size: 4065
IP: 203.0.113.1, Timestamp: 29/Jan/2021:23:44:36 Eastern Standard Time, Method: PUT, URL: /api/user, Status: 503, Size: 3935
IP: 192.168.1.1, Timestamp: 24/Oct/2021:13:03:52 Eastern Daylight Time, Method: POST, URL: /api/user, Status: 404, Size: 1598
IP: 10.0.0.2, Timestamp: 22/Jan/2022:11:13:45 Eastern Standard Time, Method: PUT, URL: /login, Status: 403, Size: 1449
IP: 203.0.113.1, Timestamp: 13/Feb/2020:00:57:35 Eastern Standard Time, Method: GET, URL: /services, Status: 401, Size: 772
IP: 192.168.1.1, Timestamp: 01/Jun/2021:14:50:38 Eastern Daylight Time, Method: PUT, URL: /about, Status: 500, Size: 1393
IP: 203.0.113.1, Timestamp: 12/Oct/2023:06:40:50 Eastern Daylight Time, Method: GET, URL: /products, Status: 503, Size: 3842
IP: 203.0.113.1, Timestamp: 24/Sep/2023:08:12:51 Eastern Daylight Time, Method: DELETE, URL: /api/user, Status: 502, Size: 1806
IP: 172.16.0.2, Timestamp: 13/May/2021:02:50:59 Eastern Daylight Time, Method: DELETE, URL: /services, Status: 500, Size: 1570
IP: 192.168.0.100, Timestamp: 22/Sep/2020:01:13:22 Eastern Daylight Time, Method: PUT, URL: /login, Status: 301, Size: 1175
IP: 172.16.0.2, Timestamp: 18/Jul/2024:10:06:03 Eastern Daylight Time, Method: GET, URL: /api/data, Status: 503, Size: 1164
IP: 10.0.0.2, Timestamp: 28/Mar/2024:23:37:47 Eastern Daylight Time, Method: PUT, URL: /api/user, Status: 302, Size: 4115
IP: 10.0.0.2, Timestamp: 02/Apr/2021:21:02:08 Eastern Daylight Time, Method: PUT, URL: /index.html, Status: 404, Size: 1757
IP: 8.8.8.8, Timestamp: 08/Feb/2024:03:18:41 Eastern Standard Time, Method: POST, URL: /about, Status: 503, Size: 2214
IP: 172.16.0.1, Timestamp: 04/Nov/2021:15:29:03 Eastern Daylight Time, Method: PUT, URL: /services, Status: 301, Size: 155
IP: 10.0.0.2, Timestamp: 26/Dec/2022:00:59:36 Eastern Standard Time, Method: POST, URL: /home, Status: 301, Size: 2627
IP: 192.168.0.100, Timestamp: 21/Jun/2021:07:05:42 Eastern Daylight Time, Method: GET, URL: /services, Status: 502, Size: 3028
IP: 10.0.0.1, Timestamp: 11/May/2023:18:07:22 Eastern Daylight Time, Method: DELETE, URL: /api/login, Status: 403, Size: 2607
IP: 8.8.8.8, Timestamp: 08/Nov/2022:13:47:06 Eastern Standard Time, Method: GET, URL: /about, Status: 403, Size: 3037
IP: 10.0.0.1, Timestamp: 07/Mar/2020:02:53:36 Eastern Standard Time, Method: DELETE, URL: /services, Status: 502, Size: 3241
IP: 172.16.0.2, Timestamp: 03/Oct/2021:16:51:53 Eastern Daylight Time, Method: DELETE, URL: /about, Status: 503, Size: 1096
IP: 172.16.0.2, Timestamp: 12/Jan/2022:06:19:55 Eastern Standard Time, Method: PUT, URL: /api/data, Status: 302, Size: 1305
IP: 203.0.113.1, Timestamp: 13/May/2024:20:15:44 Eastern Daylight Time, Method: POST, URL: /products, Status: 401, Size: 2131
IP: 192.168.1.1, Timestamp: 05/Nov/2024:07:56:56 Eastern Standard Time, Method: DELETE, URL: /contact, Status: 302, Size: 5063
IP: 192.168.0.100, Timestamp: 11/Aug/2022:05:00:37 Eastern Daylight Time, Method: GET, URL: /login, Status: 302, Size: 2050
IP: 10.0.0.1, Timestamp: 23/Jan/2024:14:09:32 Eastern Standard Time, Method: DELETE, URL: /api/user, Status: 403, Size: 4725
IP: 172.16.0.2, Timestamp: 08/Mar/2021:22:04:07 Eastern Standard Time, Method: POST, URL: /services, Status: 200, Size: 2969
IP: 192.168.1.1, Timestamp: 21/Jan/2020:02:10:58 Eastern Standard Time, Method: POST, URL: /api/data, Status: 403, Size: 4735
IP: 10.0.0.1, Timestamp: 16/Aug/2021:00:56:19 Eastern Daylight Time, Method: PUT, URL: /index.html, Status: 200, Size: 1018
IP: 172.16.0.2, Timestamp: 14/May/2024:13:20:51 Eastern Daylight Time, Method: POST, URL: /home, Status: 301, Size: 284
IP: 172.16.0.1, Timestamp: 18/Mar/2024:19:55:11 Eastern Daylight Time, Method: POST, URL: /about, Status: 500, Size: 1733
IP: 10.0.0.1, Timestamp: 07/Sep/2022:14:48:10 Eastern Daylight Time, Method: GET, URL: /about, Status: 404, Size: 1013
IP: 203.0.113.0, Timestamp: 29/Aug/2022:23:04:19 Eastern Daylight Time, Method: PUT, URL: /login, Status: 201, Size: 409
IP: 172.16.0.2, Timestamp: 01/Mar/2024:14:03:52 Eastern Standard Time, Method: POST, URL: /index.html, Status: 503, Size: 3392
IP: 203.0.113.0, Timestamp: 07/Jun/2023:11:00:56 Eastern Daylight Time, Method: POST, URL: /api/login, Status: 401, Size: 932
IP: 203.0.113.0, Timestamp: 06/May/2023:05:10:58 Eastern Daylight Time, Method: DELETE, URL: /contact, Status: 201, Size: 4383
IP: 127.0.0.1, Timestamp: 20/Dec/2022:19:55:58 Eastern Standard Time, Method: GET, URL: /about, Status: 404, Size: 4030
IP: 172.16.0.1, Timestamp: 15/Jun/2022:05:36:09 Eastern Daylight Time, Method: DELETE, URL: /services, Status: 401, Size: 704
IP: 192.168.0.100, Timestamp: 03/Apr/2020:10:03:38 Eastern Daylight Time, Method: GET, URL: /login, Status: 301, Size: 3457
IP: 127.0.0.1, Timestamp: 31/Mar/2022:22:08:12 Eastern Daylight Time, Method: DELETE, URL: /home, Status: 403, Size: 2939
IP: 10.0.0.1, Timestamp: 20/Mar/2022:16:24:22 Eastern Daylight Time, Method: PUT, URL: /contact, Status: 401, Size: 3040
IP: 10.0.0.1, Timestamp: 13/Jan/2023:23:18:52 Eastern Standard Time, Method: DELETE, URL: /home, Status: 401, Size: 393
IP: 10.0.0.2, Timestamp: 24/Jun/2023:09:23:33 Eastern Daylight Time, Method: POST, URL: /services, Status: 401, Size: 4320
IP: 203.0.113.1, Timestamp: 11/Oct/2023:03:22:18 Eastern Daylight Time, Method: POST, URL: /index.html, Status: 404, Size: 1512
IP: 10.0.0.2, Timestamp: 01/Apr/2024:21:57:56 Eastern Daylight Time, Method: POST, URL: /login, Status: 301, Size: 4670
IP: 203.0.113.1, Timestamp: 19/Jul/2023:14:14:52 Eastern Daylight Time, Method: POST, URL: /index.html, Status: 302, Size: 4901
IP: 192.168.1.1, Timestamp: 23/Mar/2023:13:55:03 Eastern Daylight Time, Method: PUT, URL: /about, Status: 401, Size: 1565
IP: 127.0.0.1, Timestamp: 26/Dec/2020:14:18:09 Eastern Standard Time, Method: GET, URL: /services, Status: 500, Size: 913
IP: 8.8.8.8, Timestamp: 29/Mar/2022:20:34:53 Eastern Daylight Time, Method: DELETE, URL: /api/user, Status: 302, Size: 194
IP: 203.0.113.1, Timestamp: 08/Apr/2024:11:30:08 Eastern Daylight Time, Method: POST, URL: /api/user, Status: 503, Size: 3050
IP: 8.8.8.8, Timestamp: 24/Dec/2022:23:42:01 Eastern Standard Time, Method: POST, URL: /index.html, Status: 302, Size: 2930
IP: 172.16.0.2, Timestamp: 15/Sep/2021:06:12:40 Eastern Daylight Time, Method: DELETE, URL: /products, Status: 502, Size: 3341
IP: 203.0.113.1, Timestamp: 24/Jul/2020:19:26:10 Eastern Daylight Time, Method: GET, URL: /contact, Status: 401, Size: 4616
IP: 10.0.0.2, Timestamp: 11/Feb/2020:09:22:41 Eastern Standard Time, Method: GET, URL: /products, Status: 401, Size: 1493
IP: 203.0.113.0, Timestamp: 11/Dec/2020:07:45:05 Eastern Standard Time, Method: DELETE, URL: /products, Status: 503, Size: 2948
IP: 172.16.0.1, Timestamp: 01/Nov/2024:15:01:42 Eastern Daylight Time, Method: PUT, URL: /products, Status: 200, Size: 3343
IP: 127.0.0.1, Timestamp: 13/Aug/2022:17:30:35 Eastern Daylight Time, Method: PUT, URL: /services, Status: 404, Size: 1956
IP: 172.16.0.1, Timestamp: 11/Nov/2023:19:55:35 Eastern Standard Time, Method: PUT, URL: /api/user, Status: 400, Size: 380
IP: 10.0.0.2, Timestamp: 28/Jun/2023:03:42:27 Eastern Daylight Time, Method: POST, URL: /products, Status: 301, Size: 1245
IP: 10.0.0.2, Timestamp: 18/Apr/2024:07:48:40 Eastern Daylight Time, Method: POST, URL: /products, Status: 400, Size: 1313
IP: 10.0.0.2, Timestamp: 05/Jun/2022:15:30:23 Eastern Daylight Time, Method: DELETE, URL: /products, Status: 301, Size: 1984
IP: 8.8.8.8, Timestamp: 27/Oct/2022:16:33:48 Eastern Daylight Time, Method: GET, URL: /products, Status: 503, Size: 4631
IP: 203.0.113.1, Timestamp: 01/Sep/2020:22:47:07 Eastern Daylight Time, Method: POST, URL: /login, Status: 503, Size: 1775
IP: 172.16.0.1, Timestamp: 15/Jun/2023:01:17:18 Eastern Daylight Time, Method: DELETE, URL: /login, Status: 403, Size: 3309
IP: 172.16.0.2, Timestamp: 01/Aug/2024:09:31:28 Eastern Daylight Time, Method: GET, URL: /products, Status: 404, Size: 1598
IP: 172.16.0.1, Timestamp: 27/Feb/2024:09:57:25 Eastern Standard Time, Method: PUT, URL: /api/user, Status: 400, Size: 539
IP: 8.8.8.8, Timestamp: 22/Mar/2021:02:33:05 Eastern Daylight Time, Method: GET, URL: /index.html, Status: 404, Size: 4804
IP: 10.0.0.1, Timestamp: 16/Feb/2020:19:38:33 Eastern Standard Time, Method: POST, URL: /api/login, Status: 403, Size: 1986
IP: 172.16.0.2, Timestamp: 21/Sep/2021:15:17:22 Eastern Daylight Time, Method: PUT, URL: /api/login, Status: 500, Size: 1917
IP: 172.16.0.2, Timestamp: 15/Sep/2021:05:26:16 Eastern Daylight Time, Method: POST, URL: /about, Status: 401, Size: 2392
IP: 10.0.0.2, Timestamp: 19/Jun/2022:17:44:04 Eastern Daylight Time, Method: POST, URL: /api/data, Status: 201, Size: 3336
IP: 10.0.0.2, Timestamp: 26/Feb/2021:21:59:39 Eastern Standard Time, Method: POST, URL: /api/data, Status: 302, Size: 3702
IP: 192.168.0.100, Timestamp: 20/May/2021:15:41:38 Eastern Daylight Time, Method: DELETE, URL: /products, Status: 301, Size: 487
IP: 8.8.8.8, Timestamp: 17/Aug/2023:02:44:21 Eastern Daylight Time, Method: PUT, URL: /contact, Status: 400, Size: 562
IP: 192.168.0.100, Timestamp: 15/Feb/2024:12:27:46 Eastern Standard Time, Method: GET, URL: /home, Status: 201, Size: 3681
IP: 172.16.0.2, Timestamp: 07/Feb/2021:13:50:58 Eastern Standard Time, Method: POST, URL: /about, Status: 502, Size: 1274
IP: 10.0.0.1, Timestamp: 27/Aug/2024:06:48:23 Eastern Daylight Time, Method: PUT, URL: /login, Status: 404, Size: 1791
IP: 192.168.0.100, Timestamp: 24/Feb/2021:08:54:37 Eastern Standard Time, Method: DELETE, URL: /home, Status: 200, Size: 922
IP: 192.168.1.1, Timestamp: 17/Nov/2023:22:59:49 Eastern Standard Time, Method: GET, URL: /home, Status: 401, Size: 724
IP: 10.0.0.1, Timestamp: 03/Feb/2022:08:04:18 Eastern Standard Time, Method: DELETE, URL: /about, Status: 301, Size: 587
IP: 192.168.1.1, Timestamp: 05/Aug/2022:04:26:15 Eastern Daylight Time, Method: GET, URL: /login, Status: 500, Size: 3497
IP: 10.0.0.2, Timestamp: 19/Oct/2023:08:48:00 Eastern Daylight Time, Method: PUT, URL: /api/user, Status: 404, Size: 632
IP: 203.0.113.1, Timestamp: 06/Jan/2022:17:11:13 Eastern Standard Time, Method: PUT, URL: /api/login, Status: 401, Size: 2343
IP: 172.16.0.1, Timestamp: 13/Oct/2020:04:43:51 Eastern Daylight Time, Method: PUT, URL: /services, Status: 502, Size: 2105
IP: 172.16.0.1, Timestamp: 29/Nov/2022:19:46:24 Eastern Standard Time, Method: POST, URL: /api/user, Status: 400, Size: 645
IP: 127.0.0.1, Timestamp: 26/Aug/2020:16:33:18 Eastern Daylight Time, Method: POST, URL: /contact, Status: 502, Size: 2206
IP: 10.0.0.1, Timestamp: 05/May/2022:23:33:56 Eastern Daylight Time, Method: GET, URL: /api/data, Status: 200, Size: 4262
IP: 10.0.0.2, Timestamp: 23/Apr/2024:07:29:13 Eastern Daylight Time, Method: GET, URL: /api/user, Status: 403, Size: 485
IP: 192.168.1.1, Timestamp: 17/Dec/2023:03:30:03 Eastern Standard Time, Method: PUT, URL: /products, Status: 404, Size: 149
IP: 8.8.8.8, Timestamp: 26/Nov/2020:14:06:56 Eastern Standard Time, Method: POST, URL: /api/data, Status: 301, Size: 1378
IP: 172.16.0.1, Timestamp: 04/Dec/2021:08:09:07 Eastern Standard Time, Method: DELETE, URL: /api/data, Status: 201, Size: 1434
IP: 192.168.1.1, Timestamp: 26/Jun/2024:06:57:07 Eastern Daylight Time, Method: POST, URL: /index.html, Status: 502, Size: 1807
IP: 8.8.8.8, Timestamp: 06/Jun/2020:14:17:01 Eastern Daylight Time, Method: POST, URL: /contact, Status: 503, Size: 3654
IP: 172.16.0.2, Timestamp: 14/Jul/2024:17:45:00 Eastern Daylight Time, Method: GET, URL: /contact, Status: 404, Size: 4587
IP: 203.0.113.1, Timestamp: 12/Jan/2023:22:43:17 Eastern Standard Time, Method: POST, URL: /api/login, Status: 404, Size: 4829
IP: 192.168.1.1, Timestamp: 26/Oct/2023:06:47:00 Eastern Daylight Time, Method: GET, URL: /home, Status: 401, Size: 3495
IP: 8.8.8.8, Timestamp: 01/Oct/2020:00:21:27 Eastern Daylight Time, Method: POST, URL: /login, Status: 400, Size: 2955
IP: 172.16.0.1, Timestamp: 06/Jan/2021:13:12:30 Eastern Standard Time, Method: PUT, URL: /services, Status: 201, Size: 3957
IP: 127.0.0.1, Timestamp: 16/Dec/2021:18:27:22 Eastern Standard Time, Method: POST, URL: /contact, Status: 403, Size: 3244
IP: 10.0.0.2, Timestamp: 29/Oct/2022:15:02:46 Eastern Daylight Time, Method: POST, URL: /contact, Status: 201, Size: 1770
IP: 127.0.0.1, Timestamp: 25/May/2024:06:26:40 Eastern Daylight Time, Method: POST, URL: /index.html, Status: 200, Size: 3754
IP: 203.0.113.0, Timestamp: 18/Jan/2020:09:07:20 Eastern Standard Time, Method: GET, URL: /products, Status: 302, Size: 1397
IP: 172.16.0.1, Timestamp: 23/Feb/2021:07:34:45 Eastern Standard Time, Method: POST, URL: /services, Status: 403, Size: 3482
IP: 127.0.0.1, Timestamp: 20/Oct/2020:18:41:24 Eastern Daylight Time, Method: GET, URL: /api/data, Status: 401, Size: 458
IP: 8.8.8.8, Timestamp: 21/Nov/2023:21:05:57 Eastern Standard Time, Method: PUT, URL: /api/user, Status: 503, Size: 651
IP: 10.0.0.2, Timestamp: 10/Oct/2023:02:49:55 Eastern Daylight Time, Method: PUT, URL: /home, Status: 201, Size: 3897
IP: 172.16.0.1, Timestamp: 19/Apr/2023:22:43:55 Eastern Daylight Time, Method: DELETE, URL: /login, Status: 502, Size: 3899
IP: 192.168.1.1, Timestamp: 11/Jul/2021:02:46:20 Eastern Daylight Time, Method: DELETE, URL: /services, Status: 500, Size: 3209
IP: 172.16.0.2, Timestamp: 29/May/2020:18:02:00 Eastern Daylight Time, Method: PUT, URL: /login, Status: 201, Size: 3747
IP: 203.0.113.1, Timestamp: 12/Jul/2024:02:51:38 Eastern Daylight Time, Method: PUT, URL: /api/data, Status: 403, Size: 4335
IP: 127.0.0.1, Timestamp: 26/Oct/2023:19:32:11 Eastern Daylight Time, Method: GET, URL: /login, Status: 301, Size: 1030
IP: 192.168.1.1, Timestamp: 24/Jul/2021:08:22:04 Eastern Daylight Time, Method: POST, URL: /home, Status: 302, Size: 3576
IP: 172.16.0.1, Timestamp: 05/Jun/2024:11:52:21 Eastern Daylight Time, Method: PUT, URL: /login, Status: 201, Size: 324
IP: 172.16.0.2, Timestamp: 23/Dec/2020:12:48:20 Eastern Standard Time, Method: POST, URL: /services, Status: 201, Size: 967
IP: 203.0.113.0, Timestamp: 22/Feb/2021:06:57:01 Eastern Standard Time, Method: PUT, URL: /api/user, Status: 503, Size: 1545
IP: 127.0.0.1, Timestamp: 11/Aug/2021:04:53:22 Eastern Daylight Time, Method: DELETE, URL: /index.html, Status: 502, Size: 4071
IP: 10.0.0.1, Timestamp: 07/Dec/2022:02:14:04 Eastern Standard Time, Method: POST, URL: /contact, Status: 503, Size: 3481
IP: 203.0.113.0, Timestamp: 04/Aug/2023:15:27:56 Eastern Daylight Time, Method: DELETE, URL: /services, Status: 301, Size: 4450
IP: 192.168.1.1, Timestamp: 15/Feb/2023:02:41:51 Eastern Standard Time, Method: PUT, URL: /api/data, Status: 400, Size: 2465
IP: 192.168.1.1, Timestamp: 30/Oct/2020:14:51:12 Eastern Daylight Time, Method: DELETE, URL: /login, Status: 201, Size: 1183
IP: 10.0.0.1, Timestamp: 03/Feb/2023:19:55:50 Eastern Standard Time, Method: PUT, URL: /login, Status: 503, Size: 3605
IP: 8.8.8.8, Timestamp: 24/Aug/2022:23:33:55 Eastern Daylight Time, Method: POST, URL: /index.html, Status: 403, Size: 3558
IP: 192.168.0.100, Timestamp: 20/Sep/2021:18:13:42 Eastern Daylight Time, Method: DELETE, URL: /contact, Status: 404, Size: 1057
IP: 172.16.0.1, Timestamp: 30/May/2020:23:54:36 Eastern Daylight Time, Method: POST, URL: /services, Status: 500, Size: 3399
IP: 203.0.113.0, Timestamp: 20/Jun/2023:21:31:10 Eastern Daylight Time, Method: POST, URL: /contact, Status: 301, Size: 2940
IP: 172.16.0.1, Timestamp: 22/Jun/2023:08:29:27 Eastern Daylight Time, Method: GET, URL: /login, Status: 404, Size: 4854
IP: 203.0.113.1, Timestamp: 29/Nov/2022:16:19:55 Eastern Standard Time, Method: PUT, URL: /api/login, Status: 403, Size: 2395
IP: 172.16.0.2, Timestamp: 01/Aug/2020:00:15:46 Eastern Daylight Time, Method: GET, URL: /login, Status: 502, Size: 3602
IP: 8.8.8.8, Timestamp: 24/Dec/2022:06:21:35 Eastern Standard Time, Method: POST, URL: /home, Status: 502, Size: 3430
